"FUNCTION 2: ELECTRICAL, ELECTRONIC AND CONTROL ENGINEERING AT THE ENGINE MANAGEMENT LEVEL",,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
981,What is to be known to an open electric circuit if we use the instrument called meager tester?,Insulation efficiency,Resistance of wire,Maximum load,Current flaw,A
982,What kind of an AC motor wherein an AC current is applied to the stator and DC is applied to the rotor?,Synchronous,Induction,Single phase,Triple phase,A
983,What kind of circuit protection device where the trip mechanism is actuated by a small armature when an excessive current is sensed in the circuit?,Magnetic Breaker,Thermal breaker,Safety fuse,Voltage regulator,A
984,What kind of electric cables is being used in wet locations such as underground or outbuildings?,Non-metallic sheathed cable,Armoured sheathed cable,Lead sheathed cable,Aluminum Sheathed cable,A
985,"What kind of maintenance system, if your replaced a heavily wornout impeller during its operation?",Breakdown,Planned,Condition,Operational,A
986,What kind of prepared electric cable used which is highly resistant to mechanical and corrosive damage?,Armaoured sheathed,Lead sheathed,Metallic sheathed,Aluminum sheathed,A
987,What lamp installed in the main switchboard that indicates whether the alternator is in the correct phase position or not?,Synchronizing lamp,Standby lamp,Running lamp,Power lamp,A
988,What measuring device used to find out the difference between the air inlet and the air outlet pressures of an air cooler through column of water?,Manometer,Pneumercator Gauge,Compound Gauge,Pyrometer,A
989,What occurs during the charging of lead-acid storage battery?,the specific gravity of the acid raises,both plates change chemically to lead sulfate,the specific gravity of the acid lowers,hydrogen gas is absorbed ,A
990,What part of a D. C. motor that causes the reversal in the polarity of the field and makes a continous rotation of the motor?,Commutation,Windings,Slip ring,Carbon brushes,A
991,What principle of electricity when a solid material gives off light when conducting current.,Electroluminescence,Phosphorescence,Flourecence,Electricence,A
992,What type of battery-charging circuit is used aboard ship to maintain storage batteries in a condition of readiness over long periods of disuse?,trickle charging circuit ,quick charge circuit,20-amp charging rate circuit,test discharge circuit,A
993,"When a battery charging panel is being used, the batteries will charge if _______________.",DC voltage is supplied,the polarity is revered,the voltage fluctuates,too little current is supplied,A
994,"When a bourdon tube pressure gage is tested and found to be inaccurate, adjustment must be made to obtain the correct readings.  The distance between the pointer spindle and the link connection to the sector gear will be changed when the __________.",Relay ,"proportional amount of pointer travel for each weight added is correct, but the total reading is wrong",reading is correct only at the working pressure,readings are correct only at the minimum and maximum ends of the scale,A
995,"When a nickel-cadmium battery begins gassing while connected to the battery charging circuit, you should __________.",do nothing as this is a normal condition when charging,add distilled water to each cell to increase the specific gravity of the electrolyte,add potassium hydroxide to each cell to reduce the specific gravity of the electrolyte,increase the charging rate,A
996,"When charging lead-acid batteries, the charging rate should be reduced as the battery nears its full charge to  __________.",prevent damaging battery plates,allow equalization of cell voltages,reduce lead sulfate deposits,increase lead peroxide formation,A
997,"When normal operating pressure is applied to the hydraulic oil in a high-pressure system, the oil __________.",viscosity will increase,viscosity will decrease,volume will increase,floc point will increase,A
998,"When power ventilation is required in a battery compartment, Coast Guard Regulations (46 CFR) require __________.",the power ventilation system to be separate from ventilation systems for other spaces,electric ventilation motors to be inside the vent duct,electric ventilation motors to be inside the compartment,all of the above,A
