FUNTION 4: CONTROLLING OF OPERATION OF THE SHIP AND CARE FOR PERSONS ON BOARD AT THE ENGINE  MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
1083,What will be observed of a ship that navigated from open sea with a high water density when it enters a river with a low water density?,Draft will increase,Draft will decrease,Ship will list,Ship will heel,A
1084,What will you observe when a vessel is taking ballast water with non equal flow of ballast in?,She will be listing in one side,She will automatically transfer the ballast to other tanks,She will automatically stop ballast.,One of the ballast valve is defective,A
1085,"When a ship is expected to encounter rough seas, it is a good safety practice to:",check for items which may become adrift and secure loose gear,move quickly about the ship,make available extra survival gear,maintain a negative trim on the vessel,A
1086,"When an oil fire has been extinguished, the surface of the oil should be kept covered with foam to prevent:",air from contacting the oil vapors permitting reignition,boiling of the heated oil,spontaneous combustion below the oil surface,toxic fumes from escaping to the surface,A
1087,"When discharging a tanker, how can list be controlled?","By using wing tanks near the longitudinal center, discharging as necessary",By shoreside personnel,"By using a center tank near the bow, discharging as necessary","By using the after peak tank, loading as necessary",A
1088,"When fighting a fire in a space containing an IMO class 1 hazardous cargo, the most effective fire fighting procedure is to __________. ",use water from fire hoses or a sprinkler system,shut down the ventilation and exclude all air to smother the fire,activate the fixed CO2 firefighting system,use high-expansion foam,A
1089,"When managers respond to pressure for change and deny that they exist, they respond in a ________ way.",destructive  ,irrational  ,reactive,conservative,A
1090,"When managing emergencies onboard involving the use of remote controls, which statement is true?",Remote controls of relevant emergency systems and auxiliary machinery and equipment are correctly operated in the event of a shipboard emergency,"Communication is clear, concise and acknowledged only during emergency drill",Remote control manufacturer’s name should be written in the  log book for easy contact in case there is damage to the equipment itself,"A system design where the breakdown in the remote control systems for propulsion plant, other engineering systems and auxiliary machinery will stall the vessel’s main engine",A
1091,"When the alarm bell sounds on a self-contained demand-type breathing device, how long will  the supply last?",About 4-5 mins.,About 8-10 mins,About 12-15 mins.,About 18-20 mins.,A
1092,"When transferring survivors from an enclosed lifeboat to a rescue vessel, personnel on board the boat should __________.",remain seated inside and make the transfer one person at a time,climb on top of the boat while waiting for their turn to transfer to the rescue vessel,remove their life preservers to make it easier to climb on board the rescue vessel,enter the water and swim over to the rescue vessel,A
1093,"When using a handheld smoke signal in a liferaft, you should:",activate the signal on the downwind side,activate the signal on the upwind side,activate the signal inside the boat,activate the signal at the stern,A
1094,"When you newly join a ship, how are you informed about safety rules, alarm instructions and your own duties in case of an emergency?",By muster lists exhibited in conspicuous places,By oral instructions by the Captain,By proper turn over of the out going officer,By reading the company hand outs,A
1095,Where do you find the operation and maintenance instructions for the extinguishers?,On the label of the extinguishers,On the emergency instructions,In the same compartment,Immediately after boarding,A
1096,Which of the following must be eliminated to prevent accidents?,Unsafe actions,Orderliness,Frequent inspections,Good work habit/practices,A
1097,Which of the following will produce high velocity water fog in an all-purpose nozzle?,Pull the nozzle handle halfway back,Push the nozzle handle completely forward,Insert an in-line fog nozzle,Change to a small nozzle tip  ,A
1098,Which of the listed fire extinguishing agents would be incorrect for the direct use on a gasoline or oil fire?,A solid stream of water,Low velocity water fog,High velocity water fog,Mechanical firefighting foam,A
