FUNCTION 1: MARINE ENGINEERING AT THE ENGINE  OPERATIONAL LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
1064,"The volumetric efficiency of a reciprocating air compressor, is the ratio of the __________.",adiabatic work of compression to the indicated horsepower,work of isothermal compression to the brake horsepower of the motor,air indicated horsepower from indicator cards to the brake  horsepower input,"actual amount of air discharged by the compressor, to the theoretical volume swept by the movement of the compressor  piston",D
1065,"To determine the main bearing clearance of a propulsion  diesel engine, you should measure the main bearing shell using a ball anvil outside micrometer and measure the  crankshaft journal using a/an __________.",telescoping gauge,"ring ""snap"" gauge",inside vernier caliper,outside micrometer,D
1066,"To minimize corrosion, fuel oil strainer disks, spacers and scraper blades are made of                            .",brass,copper,iron,monel metal or stainless steel,D
1067,"Under operating conditions of constant load and rate of combustion, which of the following conditions will happen to the superheater when the amount of excess air to the furnace is increased?",The superheater outlet temperature decreases.,The rate of heat transfer is decreased.,The rate of steam flow is increased regardless of all other firing conditions.,The superheater outlet temperature increases.,D
1068,"Using a diesel engine indicator P-V diagram, the cylinder mean effective pressure is calculated to be 21.3 kg/cm2. What is the scale of the spring used on the indicator if the diagram area is 18.46 cm2 with a length of 13 cm?",9.0 kg/cm,10.0 kg/cm,12.5 kg/cm,15.0 kg/cm,D
1069,Vibration or panting of a boiler can be caused by __________.,insufficient air,poor mixing of air and oil,excessive fuel oil temperature,all of the above,D
1070,Waterside scale in a fire-tube boiler may cause                        .,increased heat transfer,fireside erosion,high steam demand,overheated tubes,D
1071,What is the speed of the crankshaft in a four-stroke/cycle engine when the camshaft is turning at 750 rpm?,375 RPM,500 RPM,750 RPM,1500 RPM,D
1072,What is to be installed on an internal combustion engine if its cylinder bore exceeds eight inches?,Crankcase vapor monitors,Engine exhaust silencers,Constant pressure type turbochargers,Explosion relief valves,D
1073,"When an auxiliary boiler is panting and emitting black  smoke, you should                           .",increase the fuel oil temperature,decrease the fuel oil temperature,decrease the fuel oil supply pressure,increase the air supply,D
1074,"When comparing different fuels for different engines, the ignition quality of diesel fuel oils becomes a less critical consideration as  _________.",the amount of lube oil additives increase,piston speeds increase,injection pressures decrease,engine speeds decrease,D
1075,"When fuel is injected late into a diesel engine cylinder, __________.",the exhaust will be clear,fuel consumption will be low,all the fuel will be burned at top dead center,fuel consumption will be high,D
1076,"When it becomes necessary to replace any tubes in a   water- tube auxiliary boiler to eliminate leaks at the tube seats, the replacement tubes should be                          .",stress relieved to ensure expansion when rolled,annealed to prevent cracking when rolled,fitted with a welded backing ring in the seat area,"rolled, beaded, and seal welded around the bead edge",D
1077,"When lighting off an auxiliary boiler, which of the   problems listed could cause the burners to sputter?",Cold fuel oil,Low fuel oil pressure,Low atomizing steam pressure,Water in the fuel oil,D
1078,"When renewing spiral packing in a centrifugal pump stuffing box, after the packing is firmly seated, the packing gland nuts should be __________.",left in that position,loosened until the gland clears the stuffing box,tightened an additional 10% to compress the packing,"loosened, and then retightened until they are only finger tight",D
1079,"When restarting a heavy fuel diesel engine that has been stopped for some time, the engineer should__________.",increase the starting air pressure,use a higher than normal cranking speed,increase the fuel injection pressure,use a fuel having a lower ignition temperature,D
1080,"When standing watch at sea, steaming full ahead, adding make-up feed water would also have a tendency to change which of the following parameters?",Decrease DC heater pressure.,Increase DC heater level.,Increase condensate depression.,All of the above.,D
