FUNCTION 3: MAINTENANCE AND REPAIR AT THE ENGINE  OPERATIONAL LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
1004,The non-metallic impurities which are present in the cast ingots are generally called ____.,Slag,Oxides,Sulfides,Inclusions,D
1005,The NPSH of a boiler centrifugal feed pump should be calculated over and above the ______________.,pump capacity gpm,speed of the impeller,impeller ratio of the pump,feed water vapor pressure,D
1006,The number of year/s needed of interval so that all the machineries and equipment will be surveyed and properly maintained is/are _________________.,1,2,4,5,D
1007,The order of importance in addressing damage control on a VESSEL is __________.,"control flooding, control fire, repair structural damage","restore vital services, control fire, control flooding","control fire, restore vital services, control flooding","control fire, control flooding, repair structural damage",D
1008,The output of a feed booster pump can be described as having relatively __________,"low volume, high pressure","high volume, high pressure","low volume, low pressure","high volume, high pressure",D
1009,The proper tool for cleaning orifice tips of oil burner atomizers is a _________________,scribe,bent nail,drill of the proper size,piece of copper wire,D
1010,The purpose of an accumulator in a hydraulic system is to __________.,collect any dirt in the system,collect fluid from any small leak,preheat the fluid during cold weather,store potential energy in the form of hydraulic fluid under pressure in the system,D
1011,The purpose of swash bulkheads is to __________.,minimize the effect of a listing condition,restrict flooding within a tank,separate cargoes in a common tank,reduce liquid movement and surging within a tank,D
1012,"The purpose of the flash chamber in a soloshell, double-effect distilling unit is to ______________",raise the temperature of the evaporator feedwater,prevent flashing at the suction of the brine pump,allow steam expansion within the first-effect tube nest,remove vapor form condensate accumulated in the second-effect drains,D
1013,The rate of heat transfer between the hot and cold fluids  passing through a shell-and-tube type heat exchanger will  __________.,remain constant along the tube's length,vary according to the fluid pressures,remain constant throughout the heat exchanger,vary from section to section throughout the heat exchanger,D
1014,The relationship between viscosity and specific gravity is ___________,Liquids with different viscosities will always have the same specific gravity,Liquids with different viscosities will never have the same specific gravity,Viscosity and specific gravity are directly proportional,Viscosity and specific gravity are not related in that one does not define or limit the other,D
1015,The seal piping obtains liquid from the discharge side of the pump and directs the liquid to the __________.,packing gland,wearing ring,stuffing,lantern ring,D
1016,The solenoid valve can be types as a:,thermal valve,bellow valve,bimetal valve,magnetic stop valve,D
1017,The stability existing after the unintentional flooding of a compartment on a VESSEL is called __________.,intact stability,initial stability,immersion stability,damage stability,D
1018,"The terms rough, coarse, bastard, second cut, smooth, and dead smooth refer to the __________.",distance between the parallel cuts of a file,size of the file,coarseness of file teeth,both A and C are correct,D
1019,The type of soap grease which offers the maximum chemical stability and resistance to separation at temperatures between 250oF and 300oF is ___________,lime soap grease,calcium soap grease,sodium soap grease,lithium soap grease,D
1020,"The vessel has its propulsion machinery located amidships,  using a water lubricated stern tube bearing, to carry a tail shaft of a 15 inch (38.1 cm) diameter.  During the inspection the wear between the stern tube and the bearing surface was measured as ",Pull tailshaft and replace the bronze liner.,Pull tailshaft and replace the lignum vitae.,Pull tailshaft and buildup the bronze liner.,"Nothing, as the reading is within the allowable limits.",D
1021,The weight of saturated steam is a factor dependent upon its __________.,density,temperature,pressure,All of the above,D
1022,"There are two broad types in the classification of lubricating oils, they are straight and:",active,inactive,crooked,additives,D
1023,This is the distance travelled by the piston from top to bottom or bottom to top ____.,Top dead center ,Revolution,Bottom dead center ,Stroke,D
1024,This type of brine is used more frequently on the refrigeration system because it has lower freezing point:,Sodium Chloride,Zinc chloride,Magnesium chloride,Calcium chloride,D
1025,Tining soldering iron will ______________.,Prevent the tip from overheating,Protect the tip from scratches,Add extra weight to the tip,Prevent tip oxidation when heated,D
1026,To convert water (liquid state) to steam (vapor state)______________must be added.,latent heat of fusion,applied heat,sensible heat,latent heat of vaporization,D
1027,"To safely change spindle speeds on a lathe, you must first  __________.",disengage the spindle clutch,engage the feed change lever,disengage the feed reverse lever,stop the lathe rotation,D
1028,Torque is a force which tend to produce ,compressive power,work ,rotation,stress,D
1029,Tubing is sized by __________.,allowed working pressure,cross-section area,nominal inside diameter,nominal outside diameter,D
1030,"Unloading of a low pressure, reciprocating, air compressor  at start-up can be accomplished by __________.",holding the L.P. discharge valve open,the use of a precharged accumulator,using a permanently enlarged clearance expansion volume,temporarily discharging back to the compressor intake,D
