FUNCTION 4: CONTROLLING THE OPERATION OF THE SHIP AND CARE FOR PERSONS ON BOARD AT THE ENGINE  OPERATIONAL LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
1097,Class C fires may be combated using a __________.,dry chemical extinguisher,carbon dioxide extinguisher,halon extinguisher,all of the above,D
1098,CO2 cylinders forming part of a fixed fire extinguishing system must be pressure tested at least every:,year,2 years,6 years,12 years,D
1099,CO2 extinguishes a fire by __________________.,cooling ,chemical action,All of the above,smothering,D
1100,"Combustible gas indicators are used to detect flammable gases or vapors in the atmosphere.  As a safety feature, they are equipped with __________.",an audible signaling device,an inflatable bag,a pressure relieving device,flame arrestors,D
1101,Combustible gas indicators detect flammable gases  or vapors present in the atmosphere by an intricate system which includes:,weighing the vapor,burning the vapors,metering the vapors,measuring the vapor volume,D
1102,"Combustible material which is stored adjacent to a compartment where there is a fire, may also be ignited.  This ignition can occur by __________.",heat convection through the bulkheads,heat conduction of combustion gases,direct radiation emitted by the adjacent fire,heat radiated from the bulkhead by the adjacent fire,D
1103,Damage stability is the stability:,which exists when the wind speed is less than 50 knots,at the maximum load,before collision,after flooding,D
1104,Diesel fuel vapors __________.,can not be ignited by a spark unless the vapor is in a confined space,are nontoxic in all concentrations,can not be ignited by a spark unless they are at their autoignition temperature,are heavier than air,D
1105,Dry chemical extinguishers extinguish class B fires to the greatest extent by:,cooling,smothering,oxygen dilution,breaking the chain reaction,D
1106,"During an abandonment or drill, the first person to arrive at the survival craft should __________.",pass out food and water to personnel,open the doors and start the sprinkler system,activate the emergency release handle,open the doors and prepare the craft for boarding,D
1107,"During fueling operations, which of the listed precautions  should be taken when topping off fuel tanks?",Reduce the pumping rate by closing the deck filling valve.,Close all overflow valves.,Place 5 gallon containers under all flange connections in the fuel line.,Reduce the pumping rate and sound tanks frequently,D
1108,Each completed page of the Oil Record Book must be signed by the __________.,engineer on watch,Chief Engineer,Chief Mate,Master,D
1109,Each hand portable fire extinguisher carried on a VESSEL must be marked with __________.,the name of the unit on which it is located,the date that it was installed on the unit,the names of the individuals qualified to use it,an identification number different from other extinguishers on the unit,D
1110,Each person on board should know the reasons why he is on board. Which of the following is one of the reasons?,The need to use their manual skills and to derive satisfaction from them,The need for money,The need for security of their standard of living,any of the choices,D
1111,Each person on the rig has a designated area to proceed to  in the event of a fire.  This assignment is shown clearly on the rig's __________.,firefighting plan,shipping articles,Certificate of Inspection,"Muster List (""Station Bill"")",D
1112,"Every time hotworks are to be carried out on deck , what are the necessary equipments to be prepared ?",Fire extinguishers,Fire hose fitted in hydrant,Sand bags,All of the choices,D
1113,Fighting a fire in the ballast pumproom with hoses would adversely affect the stability of a vessel most by:,a reduced KG caused by water filling the compartment,reduction of drill water from the storage tanks,increasing the permeability of the pumproom,a list caused by water filling the compartment,D
1114,Fire and abandon ship stations and duties may be found on the __________.,crewman's duty list,Certificate of Inspection,shipping articles,muster list,D
1115,Fire detecting systems on merchant vessels may be arranged  to sense __________.,smoke,rate of temperature rise,ionized particles,all of the above,D
1116,Fire may be spread by which means?,Conduction of heat to adjacent surfaces,Direct radiation,Convection,all of the choices,D
1117,"Fire protection regulations for towing vessels require training in all of the following, EXCEPT:","putting on a fireman's outfit, if the vessel is so equipped","donning a self-contained breathing apparatus, if the vessel is so equipped",activating the general alarm and reporting inoperative alarm systems and fire-detection systems,refilling and servicing all expended fire extinguishing equipment,D
1118,Flame screens used on ullage openings prevent flames from entering a tank by ______.,reducing the cross-sectional area of the opening,restricting the flow of gases through the opening,creating turbulence in the exiting gas stream,dissipating heat from the flame ,D
1119,"For a vessel inclined by the wind, multiplying the buoyant force by the horizontal distance between the lines of action of the buoyant and gravity forces gives the:",Transverse moment,Longitudinal moment,Vertical moment,Righting moment,D
1120,For carbon dioxide fire- fighting systems for machinery spaces the fixed piping system shall be such that:,70% of the gas can be discharged into the space within one minute,100% of the gas can be discharged into the space within three minutes,100% of the gas can be discharged into the space within two minutes,85% of the gas can be discharged into the space within two minutes,D
