"FUNCTION 2: ELECTRICAL, ELECTRONIC AND CONTROL ENGINEERING AT THE ENGINE  OPERATIONAL LEVEL",,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
1001,Which characteristic or condition will have the greatest effect on increasing a hydraulic oil's viscosity?,Pour point,Cloud point,Vacuum,Pressure,D
1002,Which could you use to locate a grounded field coil in a synchronous motor?,voltmeter,multimeter,frequency meter,megohmeter,D
1003,Which is a function of the voltage regulators used with AC generators?,To cut out generators when they are no longer required.,To cut in additional generators automatically as required.,To divide the KW load equally between generators operating in parallel.,To divide reactive current between generators operating in parallel.,D
1004,Which of the electrical properties listed will always be the same across each component in a parallel circuit?,Impedance,Current,Resistance,Voltage,D
1005,Which of the following components are used to assemble a fluorescent lighting system?,Lamp,Starter,Ballast,All of the above,D
1006,Which of the following conditions can lead to the failure of a resistor?,Excessive vibration,Insufficient ventilation,Corrosion,All of the above,D
1007,Which of the following conditions can lead to the failure of a resistor?,Excessive vibration,Insufficient ventilation,Corrosion,All of the above,D
1008,Which of the following conditions indicates that a lead-acid battery is being charged too rapidly?,excessive operation at low load,Unusually high electrolyte specific gravity.,Low plate potentials being developed.,Excessively high temperatures and gassing rates.,D
1009,Which of the following elements is common to all indicating instruments?,An electrical input,A bourdon tube,A reset button,A calibrated scale,D
1010,Which of the following expression correctly states Ohm's Law?,volts equal amps times resistance,amps equal volts divided by resistance,resistance equals volts divided by amps,all of the above correct,D
1011,Which of the following expression correctly states ohm's law?, volts equal amperes times resistance, amperes equals volts divided by resistance,resisamperes, all of these choices,D
1012,Which of the following formulas listed is correct for determining the power?,P = ( I ) ( I ) / R,P = ( I ) ( R ) ( R ),P = E / R, P = ( E ) ( E ) / R,D
1013,Which of the following is found on the surface of the plate when a lead-acid battery is discharged?,ions ,spongy lead,lead sulphite,lead sulphite,D
1014,Which of the following is found on the surface of the plate when a lead-acid battery is discharged?,ions ,spongy lead,lead sulphite,lead sulphite,D
1015,Which of the following is not required for synchronizing alternators_____________.,same voltage,same phase rotation,same speed expressed,same KW rating,D
1016,Which of the following items is necessary to keep a storage battery in good operation?,maintain proper specific gravity,keep cool and well-ventilated,maintain proper level of electrolyte,all of the above,D
1017,Which of the following listed devices may be installed on a large diesel-electric alternating current propulsion generator?, temperature detector coils inserted in the stator slots for measuring stator temperature, CO2 fire extinguisher system, electric space heaters to prevent condensation of moisture, all of these choices,D
1018,"Which of the following meters uses a shunt connected in series with the load, but parallel with the meter movement?",voltmeter,power factor meter,wattmeter,ammeter,D
1019,Which of the following precautions should be taken when troubleshooting various power circuits using an electronic voltage tester?,"Never use this tester on circuits of 60 Hz, as the tester may not register the voltage.",Always remember that the unit is polarity sensitive and if  used on DC circuits reversing the leads may result in high  temperatures within the tester.,Never connect the device to circuits where potentials are greater than 120 volts.,Always check a known power source of the same type and voltage before using it to troubleshoot electrical equipment.,D
