FUNCTION 2: CARGO HANDLING AND STOWAGE AT THE DECK MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
1296,The liquid mud tanks on your vessel measure 18'L by 10'B by 6'D. The vessel's displacement is 944 T and the specific gravity of the mud is 1.9. What is the reduction in GM due to 2 of the tanks being slack?,0.16 foot ,0.45 foot,0.90 foot,0.08 foot,A
1297,"The lower hold of your vessel has a bale capacity of 4,000 m³ how many tons of cargo can be loaded if the stowage factor of the cargo is 30. Allow 15% for broken stowage.",113.3 Tons,114.6 Tons,115.8 Tons,116.4 Tons,A
1298,"The lower hold of your vessel has bale capacity of 45,000 cubic feet. How many cases of cargo weighing 450 lbs. and measuring 2.5 feet by 3 feet could be stowed in the hold, assuming a broken factor of 15 percent?",1700,300,1325,675,A
1299,The lowest temperature required to cause self sustained combustion of a substance independent of any outside source of ignition is:,ignition temperature,flash point, combustive temperature, explosive range,A
1300,The main cause of shipboard steel fractures are due to:,heavy weather,low temperature, high bending moments,notches and notch-sensitive steel,A
1301,The main underdeck pipeline on a tankship is connected to individual tanks by __________.,branch lines,filler drops, crossover,tanks drops,A
1302,"The maximum angle at which grain, coal or other products loaded in the bulk will retain their form or remain in a heap is called:",angle of response,heap angle,trim angle,angle of inclination,A
1303,The moisture equilibrium chart can be used to determine the:,Dew point temperature that the air surrounding a hygroscopic commodity will have when in moisture equilibrium with that commodity,Absolute moisture content of the air surrounding a hygroscopic cargo will have when equilibrium exist, Temperature in which moisture equilibrium will occur in a cargo hold containing a hygroscopic cargo,Enthalpy of the air surrounding a hygroscopic cargo.,A
1304,The most effective way to limit free surface would be to increase the number of:, Longitudinal bulkheads,Half-filled tanks,Increase her freeboard,Transverse bulkhead,A
1305,The most important safety consideration during loading or discharge aboard a Ro-Ro vessel is __________. ,the thorough ventilation of all cargo spaces,having the outboard anchor down,ensuring that visitors cannot come aboard,having all crewmembers and longshoremen wear hard hats,A
1306,The owner and master are liable to an additional fine that shall not exceed ____________ if a loadline is submerged when it should not have been according to the 1998 loadline regulation.,one thousand pounds for each complete centimeter over loaded,five thousand dollars for each complete centimeter over loaded,five hundred pounds for each complete centimeter over loaded,one thousand US dollars for each complete centimeter over loaded,A
1307,The physical data term on a Material Safety Data Sheet (MSDS) that indicates if the vapor formed by a material is lighter or heavier than air is called __________. ,vapor density,vapor pressure,vapor level,vapor gravity,A
1308,The piping that routes an oil cargo from the manifold to under deck pipelines is known as;,line drop, cargo fill,branch line, transfer,A
1309,The point to which the G may rise and still permits to have a positive stability is the ______.,Metacenter,metacentric radius,metacentric height,tipping center,A
1310,"The present drafts of a ship 140 m long are 8.1 m fwd and 9.9 m aft. TPC = 30, MCTC = 250 tonnes-meter, CoF = 3 m fwd. 300 tonnes ballast was pumped out of No. 5 DB tank, 50 m abaft amidships. Find the new drafts fwd and aft.",F = 8.29m / A = 9.49m,F = 7.91m / A = 10.31m,F = 8.00m / A = 9.800m,F = 6.79m / A = 8.61m,A
1311,The pre-wash procedure for ships carrying non-solidifying substances which have a viscosity equal to or greater than 25 hPa at 20 degrees Celsius in hot water wash of at least:,60 deg C,80 deg C,100 deg C,120 deg C,A
1312,The primary purpose of a load line is to establish required:,minimum freeboard,fresh water allowance,GM,transverse stability,A
1313,The problem involved in the carriage of bulk cargoes was recognized by the delegates of the _____ International Conference for the Safety of Life at Sea (SOLAS)., 1960,1948,1972,1978,A
1314,The process of replacing foul air in any of the ships compartment with pure air is:,Purging, ventilating,purifying,stripping,A
1315,The publication Merchant Shipping (Dangerous Goods) Regulations and IMDG Code are on board in connection with what cargoes?,all choices, dangerous goods,hazardous goods, combustible goods,A
1316,The purpose of inert gas systems aboard tank vessels is to:,prevent outside air from entering the tank,provide increase in cargo discharge pressure,decrease in cargo discharge pressure,any of the choices,A
1317,The purpose of the inclining experiment is to __________.,Determine the lightweight center of gravity location,Determine the location of the metacenter during ship construction, Verify the data in the ships hydrostatic manual,Verify hydrostatic data,A
1318,"The ratio of volume of displacement to a block having length, breadth, and draft of the vessel is known as _____.", block coefficient,beam-draft ratio,block ratio,area of the waterplane,A
1319,"The regulation that governs the stowage, lashing and securing of deck cargoes are found in the ________.",Load line regulations, Lashing and securing manuals , Classification society Rules and Regulations,International Cargo Bureau regulations,A
1320,The safest way of stowing cargo in drums in the cargo hold is stowing them _____.,Upright,In fore and aft manner,Athwartship manner,In any manner,A
1321,The shearing stress on a ships structure are usually greatest on ______.,The ships quarter-length points,The stern,Midships,The bow,A
1322,The signal man assisting the crane operator has his arm extended and is pointing his finger in the direction to move the boom. This is the signal to _______.,swing the boom,extend the boom,lower the boom,retract the boom,A
1323,"The signal man assisting the crane operator has his arm extended, his fingers closed and thumb pointing downward. This is the signal to ________.",Lower the boom,Lower the load,Hoist the load,Raise the boom,A
1324,The stability requirements of vessels loaded with bulk grain should be such that any angle of heel due to grain shift shall not exceed _________.,12 degrees,5 degrees,10 degrees,15 degrees,A
1325,The stowage factor of a cargo is 326.3 and the cargo volume is 37 ft³. What will be the weight of the cargo in pounds?,254.0 lbs.,255.5 lbs.,245.4 lbs.,253.2 lbs.,A
