FUNCTION 1: NAVIGATION AT THE DECK MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
1896,"In ECDIS, the coastlines, bathymetry, buoys, lights, etc. are considered __________",charted features from IHOs S-57 ENC,charted objects from ECDIS S-50 ENC,charted features updated from from time to time,Electronic Navigational Chart (ENC)-S-57 vector,A
1897,"In ECDIS, what does a circle around a sounding mean? ",sounding itself is unreliable,dangerous to surface navigation,surveyed accurately based on WGS,contour for that sounding,A
1898,"In ENC production, the "Worldwide Electronic Navigational Chart Database (WEND)" recommends that "Regional Hydrographic Commission (RHC)" should:",Identify key shipping routes and ports within their regions,Identify waters covered by these routes and structures to be captured as ENCs,Identify digital coppies of DNA structure for the ENCs,"Convert "graphical coordinates" to "display coordinates"",A
1899,"In general, on how many radio channels will an automatic identification system (AIS) operate?",2,4,6,8,A
1900,"In IALA Region-B, a triangular daymark would be colored:",red,red and white,green,green and white,A
1901,"In low latitudes,you will notice that the full moon will always set at about _____.",sunrise,sunset,moonrise,noontime,A
1902,"In Meteorology, a storm warning of sustained winds of 28 to 47 knots inclusive either predicted or occurring and it is not associated with tropical cyclones.",Gale warning,Beaufort warning,Typhoon warning,Force 8 to Force 9,A
1903,"In monitoring the ship's progress and position especially during coastal navigation, an OOW must use _______________.",two or more methods of fixing,dead reckoning at 6 minutes interval,use the ECDIS if fitted,one known method of position fixing,A
1904,"In most cases, the direction of the apparent wind lies between the bow and:",the direction of the true wind,true north,the beam on the windward side,the beam on the lee side,A
1905,"In observing traffic route, what is the best way to do if you have no intention of using the traffic separation scheme?",Avoid it by a wide margin as possible,Pass near but outside the traffic zone,Enter at the nearest angle as possible without impeding the safe passage of other vessels,Pass inside the inshore traffic zone,A
1906,"In order for a stand-on vessel to take action in a situation, she must first determine that the other vessel: ",is not taking appropriate action,is restricted in her ability to maneuver,has sounded the danger signal,has not changed course since risk of collision was determined,A
1907,"In order for ENCs to display correctly in an ECDIS during the production of the former, it is especially important __________ ",that there is no overlap of data within the same Navigational Purpose,encoding is done by one government entity such as Hydrography Office,source materials are updated at the time of encoding,parameters set by the opeartor are prescribed by the governments,A
1908,"In order to avoid a close quarters situation, alteration of the course alone may be the most effective action provided that: ",it is a large course change,it is done in a succession of small course changes,the course change is to starboard,it is not done too early,A
1909,"In order to be a legal equivalent of paper charts, the ECDIS must be type-approved in accordance with ______________",Standard 61174 of the International Electrotechnical Commission (IEC), IMOs ECDIS Performance Standard (95432),SOLAS Convention regarding paper charts and digital charts (no. 3452),Electronic Navigation Charts Display Standard (67422) approved by IMO Technical Committee ,A
1910,"In order to minimize the squat effect, what action should be done?",Decrease the speed as much as practicable,Do a zigzag maneuver to reduce speed,Maintain your course and speed,Increase speed if the ship is not already on full ahead,A
1911,"In RADAR operation, the ability of a radar to separate targets close together on the same bearing is called _________.",resolution in range,attenuation in range,diffraction in range ,refraction in range ,A
1912,"In RADAR operation, the minimum range at which a target can be detected is basically determined by which of the following?",Pulse length ,Pulse repetition rate,Persistence,Rotation rate,A
1913,"In radio telephony what is the "URGENCY CALL" which should be used to indicate that you have a very urgent message to transmit concerning the safety of another vessel or person? ",Pan Pan  (3 times),Mayday Mayday  (3 times),Securite Securite (3 Times),Alert Alert (3 Times),A
1914,"In reading a weather map, closely spaced pressure gradient lines would indicate:",high winds,fog or steady rain,calm or light winds,high overcast clouds,A
1915,"In restricted visibility, a power-driven vessel making way through the water shall sound which of the following fog signals?",TANGO,MIKE,ROMEO,ZULU,A
1916,"In rough weather, when a ship is able to maneuver, it is best to launch a lifeboat:",on the lee side,on the windward side,with the wind dead ahead,with the wind from astern,A
1917,"In routeing system, what is the area within defined limits in which one-way traffic is established for safe navigation?",Traffic lane,Deep water,Separation lane,Recommended track,A
1918,"In ship handling, as the under keel clearance decreases, it is apparent that the directional stability:",decreases,increases,remains constant,improves,A
1919,"In ship handling, if you notice that you are racing your propeller in rough weather, you should:",decrease your engine speed,ignore it,increase your engine speed,stop your engine until the rough weather passes,A
1920,"In ship handling, you notice that your rudder response has become sluggish and your speed has decreased. These are signs that you have:",propeller malfunctions,entered shallow water,mechanical problems with steering gear,lost power on the engine,A
1921,"In shore-ship use, what is useful range of VHF?","About 30-70 miles "Line of sight"","About 40-70 miles "Line of sight"","About 20-70 miles "Line of sight"","About 50-70 miles "Line of sight"",A
1922,"In some river mouths and estuaries the incoming high-tide wave crest overtakes the preceding low-tide trough. This results in a wall of water proceeding upstream, and is called a:",bore,surge,boundary wave,seiche,A
1923,"In terms of ECDIS voyage recording, what major types of data that must be recorded at one-minute intervals during the previous 12 hours? I. Record of own ships track II. Record of own ships time, position, heading, speed III. Record of official data used (e.g., ENC)","I, II and III",I and III only,I and II only,II and III only,A
1924,"In the areas within the Southern Hemisphere, the wind circulation around a high pressure system rotates:",counterclockwise and outward,clockwise and inward,clockwise and outward,counterclockwise and inward,A
